-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  28.7041   Longitude 77.1025 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M_MAX,T2M_MIN,QV2M,RH2M,PS,WS10M_MAX,WS10M_MIN
2022,11,14,3.86,4.06,1.67,0.59,348.09,69.74,70.27,8.21,0.16,0.77,28.4,14.99,8.67,61.94,98.82,5.9,1.04
2022,11,15,3.55,3.35,1.74,0.55,360.05,64.98,70.45,7.8,0.16,0.77,27.83,12.68,9.58,70.38,98.82,3.21,0.7
2022,11,16,3.58,3.32,1.8,0.55,333.52,62.85,63.04,7.19,0.13,0.67,25.73,13.84,8.36,65.81,98.75,5.27,2.7
2022,11,17,3.92,4.54,1.54,0.61,316.7,68.0,69.59,7.95,0.15,0.75,25.16,11.55,7.26,61.75,98.76,6.49,2.61
2022,11,18,4.14,5.31,1.41,0.65,308.12,72.36,72.94,8.54,0.16,0.8,25.13,10.58,6.41,55.44,98.88,3.84,1.59
2022,11,19,3.93,4.83,1.47,0.62,318.41,68.74,70.54,8.04,0.15,0.75,25.39,10.84,6.35,53.5,98.92,3.02,0.55
2022,11,20,3.82,4.38,1.61,0.61,317.53,65.68,66.91,7.59,0.14,0.7,25.73,9.91,6.65,57.44,98.78,4.21,2.18
2022,11,21,4.03,5.19,1.36,0.64,319.3,70.49,71.18,8.27,0.16,0.79,26.56,10.4,7.08,59.62,98.67,5.26,2.33
2022,11,22,4.14,6.09,1.07,0.66,308.81,73.6,76.08,8.8,0.17,0.85,26.13,9.52,5.8,51.31,98.68,4.91,2.41
2022,11,23,4.17,6.03,1.04,0.67,319.91,72.75,76.14,8.75,0.17,0.88,25.86,8.69,5.25,47.56,98.75,5.74,2.47
2022,11,24,4.08,5.69,1.12,0.66,330.41,70.93,74.63,8.52,0.17,-999.0,26.17,8.44,5.13,42.88,98.72,4.25,0.26
2022,11,25,4.13,6.31,1.07,0.67,321.32,71.62,71.77,8.34,0.16,0.82,26.69,14.11,5.49,42.31,98.9,3.22,0.99
2022,11,26,3.82,4.95,1.31,0.62,328.16,65.16,67.6,7.58,0.16,0.77,27.11,10.33,5.74,49.88,98.63,5.11,2.52
2022,11,27,3.85,4.89,1.35,0.63,314.81,65.76,67.37,7.67,0.15,0.76,26.2,12.08,5.55,45.75,98.44,2.86,1.05
2022,11,28,3.68,4.55,1.33,0.61,321.36,62.81,64.69,7.25,0.14,0.72,26.26,11.51,5.74,46.56,98.58,2.95,0.28
2022,11,29,3.47,4.26,1.36,0.58,311.34,57.82,58.03,6.38,0.12,0.59,24.83,11.83,5.8,46.0,98.8,1.81,0.2
2022,11,30,3.32,3.72,1.48,0.55,316.78,55.64,56.59,6.14,0.12,-999.0,25.03,11.91,6.53,55.38,98.91,2.77,1.23
2022,12,1,3.53,4.45,1.31,0.59,312.59,59.38,60.23,6.66,0.12,0.59,24.94,9.58,5.98,51.31,98.79,3.3,0.8
2022,12,2,3.38,3.92,1.46,0.57,311.46,57.45,57.97,6.41,0.12,0.56,25.34,12.87,5.98,49.06,98.68,2.47,0.21
2022,12,3,3.15,3.33,1.52,0.53,321.55,53.62,54.95,5.92,0.1,0.52,24.96,12.48,6.53,53.62,98.75,2.33,0.35
2022,12,4,2.87,2.51,1.62,0.48,318.55,47.51,49.91,5.12,0.09,0.47,24.4,11.48,6.29,52.0,98.83,3.14,0.24
2022,12,5,3.54,4.55,1.31,0.6,305.14,59.52,60.42,6.73,0.12,0.61,24.26,10.96,5.31,46.38,99.0,2.94,0.6
2022,12,6,3.65,4.84,1.28,0.62,294.63,61.27,62.27,7.02,0.13,0.65,24.44,8.23,5.19,51.25,98.88,5.33,2.48
2022,12,7,3.83,5.49,1.15,0.66,300.84,66.73,68.09,7.84,0.16,0.76,24.01,7.55,4.88,49.62,98.8,6.29,3.12
2022,12,8,3.75,5.02,1.3,0.65,301.12,65.37,66.25,7.64,0.14,0.68,25.03,8.22,5.25,49.19,98.84,5.56,1.67
2022,12,9,3.65,4.85,1.29,0.63,305.98,64.19,65.54,7.52,0.15,0.73,26.31,10.44,5.8,46.75,98.76,3.66,0.95
2022,12,10,3.6,4.91,1.24,0.62,307.97,62.23,62.75,7.18,0.14,0.71,27.15,11.65,6.9,56.88,98.79,3.77,1.32
2022,12,11,3.79,5.49,1.12,0.66,304.95,66.2,67.17,7.78,0.16,0.79,27.58,9.79,6.53,58.12,98.83,4.13,2.25
2022,12,12,3.97,6.42,0.93,0.69,306.79,70.94,71.33,8.41,0.18,0.9,27.05,9.55,6.04,54.5,98.76,5.05,2.57
2022,12,13,4.06,6.54,0.99,0.7,295.77,71.32,71.85,8.45,0.18,0.9,26.23,9.05,5.68,52.12,98.91,6.32,3.41
2022,12,14,4.13,7.11,0.88,0.72,285.54,72.63,72.43,8.59,0.18,0.91,24.02,8.11,5.19,52.5,98.89,7.28,3.15
2022,12,15,4.14,7.28,0.83,0.73,280.86,72.03,71.84,8.48,0.17,0.84,23.45,6.48,4.27,45.19,98.76,4.37,2.54
2022,12,16,4.02,6.61,0.98,0.7,281.2,69.21,69.51,8.12,0.15,0.75,23.68,6.97,4.52,44.19,98.66,3.86,1.19
2022,12,17,3.8,5.84,1.07,0.66,287.84,65.05,65.42,7.54,0.13,0.67,24.23,7.98,4.27,39.38,98.83,3.34,0.37
2022,12,18,3.33,4.22,1.4,0.59,302.03,55.8,57.9,6.29,0.11,0.55,23.96,10.37,4.58,41.94,98.87,3.16,0.54
2022,12,19,2.85,2.76,1.5,0.5,324.48,47.48,54.48,5.42,0.09,0.44,23.98,8.73,4.82,46.44,98.73,2.59,0.34
2022,12,20,2.96,2.81,1.54,0.52,326.98,50.86,61.11,6.06,0.11,0.54,23.7,8.24,4.82,49.0,98.67,2.91,1.34
2022,12,21,2.84,2.84,1.46,0.5,327.68,49.02,61.93,5.91,0.1,0.52,23.63,8.66,4.82,51.38,98.79,3.16,1.02
2022,12,22,2.71,2.46,1.46,0.48,323.66,45.4,52.97,5.16,0.09,0.41,20.87,6.08,4.7,54.56,98.77,3.3,1.91
2022,12,23,2.69,2.3,1.49,0.47,330.14,45.38,50.11,5.05,0.09,0.41,21.94,6.23,4.76,55.31,98.67,3.48,1.12
2022,12,24,2.98,3.16,1.43,0.52,291.35,47.69,48.14,5.1,0.08,0.38,20.02,5.81,4.39,55.88,98.87,5.18,2.96
2022,12,25,2.93,2.58,1.64,0.52,306.73,48.84,56.05,5.61,0.09,0.45,18.79,3.16,3.97,54.44,98.96,4.65,2.4
2022,12,26,1.83,1.44,1.18,0.32,335.09,31.09,54.3,3.7,0.06,0.3,20.2,4.15,4.33,54.88,99.12,3.93,2.4
2022,12,27,2.94,2.85,1.52,0.52,322.88,50.72,59.7,5.99,0.1,0.49,21.75,4.1,3.97,49.62,99.09,5.8,3.24
2022,12,28,3.81,5.94,1.03,0.66,289.81,67.26,67.2,7.81,0.12,0.63,23.19,5.85,3.85,44.25,99.02,7.46,3.13
2022,12,29,3.09,3.24,1.5,0.54,337.46,56.45,66.17,6.86,0.12,0.6,23.22,7.76,4.94,49.06,99.11,3.32,0.65
2022,12,30,2.33,1.83,1.47,0.41,344.47,42.0,60.75,5.16,0.09,0.46,22.65,10.51,5.98,57.44,99.17,3.84,0.36
2022,12,31,2.98,2.48,1.7,0.52,319.62,49.65,53.38,5.62,0.09,0.48,21.04,7.25,5.62,64.88,99.24,6.09,2.73
